_msg_id,_ts,23B,71A,_sender_bic,_receiver_bic,32A_ccy,32A_amount,50K_acct,50K_name,59_acct,59_name,70,_format
REF00000719814,2026-07-04T12:26:56.586,CRED,SHA,DBSSSGSG,CITIUS33,MYR,890.96,**************3345,RKXGGX GZI,**************5626,VPMWZJJ CNH,INVOICE 49367,mt103
REF00000322858,2026-07-04T02:18:38.567,CRED,OUR,DBSSSGSG,MAYBMYKL,SGD,5047.4,**************5749,CAJRTL TVU,**************1097,ZYCJKXU MLC,INVOICE 66692,mt103
REF00000733105,2026-07-04T18:03:15.230,CRED,SHA,DBSSSGSG,MAYBMYKL,SGD,210.16,**************0345,IIVULM ZEC,**************9543,WKEMIPB MAN,INVOICE 84618,mt103
REF00000132996,2026-07-11T12:19:32.354,CRED,OUR,UOVBSGSG,HSBCGB2L,SGD,1761.28,**************5238,TRXEQE VIU,**************3695,IHWCKMJ WQL,INVOICE 50318,mt103
REF00000793435,2026-07-03T12:07:59.857,CRED,OUR,OCBCSGSG,CITIUS33,MYR,1241.13,**************0733,GBNMDN FFT,**************3527,BHHRBTE DNY,INVOICE 71713,mt103
REF00000329282,2026-07-03T17:47:48.151,CRED,OUR,UOVBSGSG,HSBCGB2L,USD,2890.49,**************6329,QWYMKE WRS,**************5624,SDYNODP FOX,INVOICE 51686,mt103
REF00000193128,2026-07-10T03:54:51.675,CRED,OUR,DBSSSGSG,HSBCGB2L,SGD,413.58,**************7558,UOQWLS KSM,**************7634,SBNJKVT XWX,INVOICE 43443,mt103
REF00000112299,2026-07-08T01:00:40.263,CRED,OUR,DBSSSGSG,HSBCGB2L,SGD,719.97,**************7071,SFCRXL TOC,**************4528,VPMWZJJ CNH,INVOICE 42393,mt103
REF00000759298,2026-07-01T06:38:09.704,CRED,OUR,UOVBSGSG,CITIUS33,USD,1169.68,**************4571,JQNOTR YVH,**************4369,XDZQGMO TVI,INVOICE 24884,mt103
REF00000406154,2026-07-04T20:07:01.062,CRED,OUR,DBSSSGSG,CITIUS33,SGD,7794.81,**************6379,QVAQCA KEW,**************9520,GCQYHDY JAC,INVOICE 84857,mt103
REF00000299246,2026-07-12T23:59:29.252,CRED,SHA,DBSSSGSG,CITIUS33,SGD,561.67,**************3960,AUHWUQ SRZ,**************4161,IDJNLDI OLJ,INVOICE 00222,mt103
REF00000330663,2026-07-07T07:01:15.833,CRED,SHA,OCBCSGSG,HSBCGB2L,USD,1510.86,**************4483,XDOXDT JTU,**************3867,LVZPUJG TRM,INVOICE 51764,mt103
REF00000477681,2026-07-12T22:36:52.325,CRED,OUR,OCBCSGSG,MAYBMYKL,EUR,2335.24,**************5159,VTLPFY GTR,**************6696,BMWLKBL SXI,INVOICE 27280,mt103
REF00000580900,2026-07-06T22:30:43.979,CRED,OUR,DBSSSGSG,CITIUS33,SGD,2273.89,**************6511,TGDZVO WRF,**************4381,OFARWNH GOI,INVOICE 97682,mt103
REF00000216407,2026-07-07T11:15:08.985,CRED,OUR,UOVBSGSG,MAYBMYKL,SGD,294.64,**************7435,LQBZIX QAB,**************6568,VSERCYI INM,INVOICE 46355,mt103
REF00000442771,2026-07-12T10:32:41.086,CRED,OUR,UOVBSGSG,HSBCGB2L,SGD,1245.69,**************2827,IJVZUC CXT,**************7236,ZFSIEXK ZZO,INVOICE 30358,mt103
REF00000653373,2026-07-03T06:17:00.005,CRED,OUR,DBSSSGSG,MAYBMYKL,SGD,149.88,**************4320,TLGFQS OZV,**************0136,UEXDKDR CCD,INVOICE 25984,mt103
REF00000182132,2026-07-11T14:17:14.506,CRED,OUR,DBSSSGSG,CITIUS33,SGD,2061.38,**************9583,UWOHOA WZB,**************5245,PDSKDVG ILR,INVOICE 21482,mt103
REF00000510918,2026-07-07T03:36:28.607,CRED,OUR,OCBCSGSG,MAYBMYKL,SGD,865.94,**************5140,LQBZIX QAB,**************7879,SBIQVYS MJS,INVOICE 93638,mt103
REF00000225108,2026-07-08T10:09:37.030,CRED,SHA,UOVBSGSG,HSBCGB2L,SGD,2353.7,**************8519,CAJRTL TVU,**************1136,PVAZZXO VZD,INVOICE 66492,mt103
REF00000275665,2026-07-12T17:33:18.039,CRED,OUR,DBSSSGSG,MAYBMYKL,MYR,1196.35,**************3705,NGBWRJ XTY,**************7672,PVMFBCS PFC,INVOICE 49782,mt103
REF00000365197,2026-07-07T19:58:45.977,CRED,OUR,OCBCSGSG,CITIUS33,SGD,1289.26,**************0513,RKXGGX GZI,**************1258,QDMCKWQ EUC,INVOICE 67080,mt103
REF00000445980,2026-07-12T12:51:52.846,CRED,OUR,DBSSSGSG,CITIUS33,SGD,309.55,**************7910,MVIUGL DWW,**************6158,TSPPQOX XZX,INVOICE 67179,mt103
REF00000509723,2026-07-09T16:14:05.305,CRED,OUR,OCBCSGSG,HSBCGB2L,SGD,169.94,**************2299,NGBWRJ XTY,**************4551,ILQMOKH FNZ,INVOICE 12520,mt103
REF00000097311,2026-07-09T13:07:29.353,CRED,SHA,OCBCSGSG,CITIUS33,USD,448.48,**************5167,FKJLIW WUF,**************5202,PDSKDVG ILR,INVOICE 63544,mt103
REF00000020134,2026-07-06T16:18:55.849,CRED,OUR,OCBCSGSG,HSBCGB2L,SGD,85.4,**************4278,XCCMGB JZB,**************4639,AIPJQJS SKQ,INVOICE 98214,mt103
REF00000556270,2026-07-13T06:05:40.794,CRED,OUR,OCBCSGSG,MAYBMYKL,SGD,6485.51,**************1405,LUTPTO ECF,**************8337,YUIRLQX MFY,INVOICE 59409,mt103
REF00000148173,2026-07-05T04:08:03.798,CRED,OUR,UOVBSGSG,CITIUS33,SGD,2454.95,**************9208,BTUTKI GZK,**************3252,YYKSALJ EOO,INVOICE 40023,mt103
REF00000514844,2026-07-13T22:53:05.281,CRED,OUR,DBSSSGSG,CITIUS33,SGD,1579.85,**************6685,IJVZUC CXT,**************9126,JSWQFWD EAY,INVOICE 55883,mt103
REF00000171111,2026-07-03T22:00:55.111,CRED,SHA,OCBCSGSG,CITIUS33,USD,1197.91,**************0725,CKKSQQ ADJ,**************4149,OQDRZOC CGF,INVOICE 34626,mt103
REF00000289618,2026-07-05T07:31:11.911,CRED,OUR,DBSSSGSG,MAYBMYKL,SGD,1725.93,**************0753,BTUTKI GZK,**************4860,TPRUKPN HZB,INVOICE 10184,mt103
REF00000230122,2026-07-06T08:47:45.435,CRED,OUR,UOVBSGSG,MAYBMYKL,USD,3033.16,**************4698,RGEALY DQE,**************4137,ENMZRNW IVT,INVOICE 46578,mt103
REF00000145875,2026-07-05T13:41:31.552,CRED,OUR,OCBCSGSG,HSBCGB2L,USD,942.65,**************5341,KQDNFA ZJM,**************8483,JSWQFWD EAY,INVOICE 54820,mt103
REF00000377434,2026-07-04T21:32:53.876,CRED,SHA,DBSSSGSG,CITIUS33,SGD,83.54,**************8066,YAWRZT XPC,**************9605,IFESENI ROI,INVOICE 21841,mt103
REF00000374270,2026-07-11T04:32:32.850,CRED,SHA,UOVBSGSG,HSBCGB2L,SGD,2039.45,**************7588,TRXEQE VIU,**************8495,QDMCKWQ EUC,INVOICE 24043,mt103
REF00000280074,2026-07-06T03:31:31.700,CRED,SHA,DBSSSGSG,MAYBMYKL,EUR,889.04,**************9936,EHMJLN TIH,**************7665,IFPIWUF YBZ,INVOICE 93863,mt103
REF00000172852,2026-07-01T05:10:04.640,CRED,BEN,UOVBSGSG,MAYBMYKL,EUR,1597.7,**************9477,UUWMMU YBB,**************9132,UEXDKDR CCD,INVOICE 79218,mt103
REF00000789273,2026-07-02T08:39:04.768,CRED,SHA,OCBCSGSG,MAYBMYKL,EUR,232.68,**************3793,UKKBJX LHD,**************7335,YLPKSOP BZP,INVOICE 45167,mt103
REF00000790870,2026-07-09T04:05:15.463,CRED,SHA,DBSSSGSG,MAYBMYKL,SGD,284.5,**************5930,TLGFQS OZV,**************4414,SDYNODP FOX,INVOICE 94990,mt103
REF00000156917,2026-07-05T12:54:22.423,CRED,OUR,OCBCSGSG,MAYBMYKL,SGD,1060.58,**************6163,MSQTET NUG,**************9289,NTPIBOO SFB,INVOICE 70029,mt103
REF00000444968,2026-07-09T09:11:20.424,CRED,OUR,DBSSSGSG,MAYBMYKL,SGD,498.38,**************7136,MZCWOE CVI,**************3174,ZXGGEHD WAY,INVOICE 77039,mt103
REF00000728159,2026-07-01T05:10:46.239,CRED,OUR,UOVBSGSG,HSBCGB2L,USD,529.0,**************6985,WFBMSO SUY,**************0359,HUMSHNK ARG,INVOICE 76820,mt103
REF00000668452,2026-07-05T14:24:31.576,CRED,OUR,OCBCSGSG,HSBCGB2L,SGD,394.88,**************2347,BTUTKI GZK,**************4897,LNQCYJI WPS,INVOICE 51423,mt103
REF00000449226,2026-07-13T22:23:43.294,CRED,SHA,DBSSSGSG,CITIUS33,SGD,3316.42,**************2509,YEGKQJ VLV,**************5794,LHRTYRQ FVI,INVOICE 49785,mt103
REF00000764364,2026-07-03T19:27:56.395,CRED,SHA,DBSSSGSG,HSBCGB2L,SGD,209.35,**************4343,MJSIIE LEW,**************8166,LQUSVKW SJP,INVOICE 39236,mt103
REF00000593447,2026-07-02T07:30:37.396,CRED,SHA,UOVBSGSG,HSBCGB2L,SGD,221.03,**************0824,CAJRTL TVU,**************6447,MWPMYZH WJQ,INVOICE 36598,mt103
REF00000126158,2026-07-03T22:00:10.938,CRED,SHA,OCBCSGSG,MAYBMYKL,SGD,1429.35,**************2460,YXSPJP SAA,**************5917,OFARWNH GOI,INVOICE 03702,mt103
REF00000315834,2026-07-04T06:54:23.786,CRED,SHA,UOVBSGSG,MAYBMYKL,SGD,1768.51,**************5196,MJSIIE LEW,**************6584,BSZKDIS VED,INVOICE 70543,mt103
REF00000257438,2026-07-09T03:00:03.333,CRED,SHA,UOVBSGSG,CITIUS33,SGD,1868.11,**************4453,ABLHEA ANV,**************5591,PKULEPE WOI,INVOICE 38195,mt103
REF00000514204,2026-07-09T20:31:15.255,CRED,OUR,OCBCSGSG,HSBCGB2L,USD,9825.12,**************8566,WNZTFJ PYC,**************8727,LRLPWVZ IDO,INVOICE 17725,mt103
REF00000737362,2026-07-05T02:43:47.150,CRED,SHA,OCBCSGSG,MAYBMYKL,SGD,3076.56,**************1236,VIAHOQ OIB,**************6851,GTJGPVM UVV,INVOICE 81445,mt103
REF00000238259,2026-07-13T03:45:00.899,CRED,BEN,OCBCSGSG,HSBCGB2L,USD,3808.71,**************9321,JRIXTH PMI,**************7143,FVKTDBB ZVI,INVOICE 13936,mt103
REF00000444122,2026-07-12T19:01:26.752,CRED,OUR,UOVBSGSG,MAYBMYKL,EUR,5003.72,**************1981,OKLFHG DIQ,**************8681,DYFNNYD QDP,INVOICE 16385,mt103
REF00000700596,2026-07-10T04:17:09.771,CRED,OUR,OCBCSGSG,HSBCGB2L,USD,8827.08,**************4111,TGDZVO WRF,**************0877,ENMZRNW IVT,INVOICE 39623,mt103
REF00000508190,2026-07-09T03:03:04.193,CRED,BEN,UOVBSGSG,CITIUS33,USD,205.55,**************1626,ZJRQBS QYF,**************7562,TBXCDKR BWM,INVOICE 09311,mt103
REF00000478370,2026-07-13T09:33:49.793,CRED,OUR,OCBCSGSG,CITIUS33,SGD,373.71,**************4834,IZVFFK TAB,**************5667,MWPMYZH WJQ,INVOICE 42931,mt103
REF00000504501,2026-07-05T11:29:49.007,CRED,OUR,DBSSSGSG,MAYBMYKL,USD,1241.2,**************3532,JRIXTH PMI,**************5858,GKQKKOI CYQ,INVOICE 58186,mt103
REF00000397969,2026-07-05T19:05:17.982,CRED,OUR,DBSSSGSG,HSBCGB2L,USD,2097.61,**************9076,SYWLIP UWI,**************3458,TTCERHW FQY,INVOICE 90815,mt103
REF00000564017,2026-07-10T14:59:32.095,CRED,BEN,OCBCSGSG,MAYBMYKL,USD,1690.65,**************2353,GQYSZM RBP,**************3477,LRVQQDF VWN,INVOICE 82439,mt103
REF00000701862,2026-07-10T05:13:25.906,CRED,SHA,UOVBSGSG,MAYBMYKL,USD,1851.85,**************3393,SGJBLR EPY,**************7146,KZECRVU CDY,INVOICE 15167,mt103
REF00000510571,2026-07-02T10:54:56.075,CRED,OUR,UOVBSGSG,MAYBMYKL,SGD,875.83,**************9045,TRRVOL PYE,**************9589,GKQKKOI CYQ,INVOICE 83711,mt103
REF00000774105,2026-07-01T20:40:22.756,CRED,OUR,DBSSSGSG,HSBCGB2L,EUR,2290.06,**************3590,CAJRTL TVU,**************3346,ZXGGEHD WAY,INVOICE 68153,mt103
REF00000058247,2026-07-10T04:00:47.190,CRED,BEN,UOVBSGSG,MAYBMYKL,SGD,4643.76,**************1374,RGAJIH FEE,**************7294,UQCRXAP NWH,INVOICE 35371,mt103
REF00000513934,2026-07-13T14:02:12.704,CRED,SHA,UOVBSGSG,CITIUS33,MYR,1959.13,**************2483,FINNCQ ELV,**************8900,QKIYREL NBV,INVOICE 67093,mt103
REF00000375904,2026-07-05T15:17:50.175,CRED,OUR,DBSSSGSG,MAYBMYKL,SGD,2112.87,**************4226,ZJQRCQ AVR,**************7443,ENMZRNW IVT,INVOICE 85671,mt103
REF00000460273,2026-07-07T03:05:56.626,CRED,OUR,OCBCSGSG,HSBCGB2L,USD,3259.68,**************4411,NCYVJU NQD,**************0460,ZEVNGJM ZET,INVOICE 99663,mt103
REF00000124546,2026-07-09T10:31:15.532,CRED,OUR,OCBCSGSG,HSBCGB2L,USD,957.09,**************1102,SGJBLR EPY,**************9181,HUMSHNK ARG,INVOICE 42601,mt103
REF00000195971,2026-07-04T21:59:04.361,CRED,OUR,OCBCSGSG,HSBCGB2L,SGD,706.44,**************8146,SYWLIP UWI,**************3948,LNQCYJI WPS,INVOICE 73626,mt103
REF00000536563,2026-07-02T15:00:39.558,CRED,OUR,DBSSSGSG,HSBCGB2L,USD,5529.04,**************6900,DOTHPD NDI,**************6029,JWSDOSY HMN,INVOICE 49731,mt103
REF00000540748,2026-07-05T20:41:25.493,CRED,BEN,OCBCSGSG,CITIUS33,MYR,508.49,**************4202,SYXTZE DVE,**************9339,ZQYQIMV KQG,INVOICE 60872,mt103
REF00000106059,2026-07-07T05:19:28.309,CRED,OUR,UOVBSGSG,MAYBMYKL,SGD,2173.62,**************4561,WQYHTA ELL,**************9406,MBCBUCO MNI,INVOICE 03529,mt103
REF00000579950,2026-07-03T03:05:24.781,CRED,OUR,DBSSSGSG,CITIUS33,SGD,1067.45,**************0983,IJVZUC CXT,**************7892,SBNJKVT XWX,INVOICE 26377,mt103
REF00000546725,2026-07-02T17:16:25.920,CRED,BEN,UOVBSGSG,CITIUS33,SGD,261.55,**************6124,MJACPM JNV,**************0271,ULOHCKB GWJ,INVOICE 50843,mt103
REF00000209581,2026-07-06T09:16:23.751,CRED,BEN,DBSSSGSG,CITIUS33,USD,313.12,**************4694,ABLHEA ANV,**************8362,WCDYLHA AZA,INVOICE 50252,mt103
REF00000086697,2026-07-11T20:45:04.583,CRED,OUR,UOVBSGSG,CITIUS33,EUR,251.17,**************1755,UUWMMU YBB,**************2282,GCQYHDY JAC,INVOICE 56848,mt103
REF00000206142,2026-07-03T12:18:31.949,CRED,OUR,UOVBSGSG,CITIUS33,SGD,437.63,**************6365,GBNMDN FFT,**************2592,WKEMIPB MAN,INVOICE 45430,mt103
REF00000798513,2026-07-11T17:26:30.097,CRED,SHA,UOVBSGSG,CITIUS33,USD,1724.96,**************9571,UJYGME NTS,**************4282,NIYSJFF JJG,INVOICE 04736,mt103
REF00000780051,2026-07-03T01:38:25.414,CRED,SHA,OCBCSGSG,CITIUS33,USD,6022.67,**************2263,LTDWVQ MSE,**************8615,CZOHOHY CIE,INVOICE 50180,mt103
REF00000277074,2026-07-09T00:16:50.777,CRED,SHA,UOVBSGSG,HSBCGB2L,SGD,511.67,**************1342,DPLDRA CYG,**************0684,PVMFBCS PFC,INVOICE 81497,mt103
REF00000139751,2026-07-01T14:08:47.140,CRED,OUR,OCBCSGSG,HSBCGB2L,SGD,167.97,**************9926,GVMIRU JNK,**************3550,OQDRZOC CGF,INVOICE 17901,mt103
REF00000505377,2026-07-07T19:30:48.710,CRED,OUR,DBSSSGSG,MAYBMYKL,SGD,378.22,**************1998,QQYYHT KDD,**************5291,SIOKMJN YBZ,INVOICE 68504,mt103
REF00000059321,2026-07-02T20:44:05.901,CRED,OUR,UOVBSGSG,CITIUS33,USD,1810.4,**************2942,KJXYIE UFY,**************5984,WKEMIPB MAN,INVOICE 52290,mt103
REF00000252210,2026-07-09T15:04:47.280,CRED,OUR,OCBCSGSG,CITIUS33,SGD,1863.03,**************1041,BWUBSB AIL,**************4861,PFILLZD DBS,INVOICE 40870,mt103
REF00000021004,2026-07-09T16:10:17.962,CRED,OUR,UOVBSGSG,HSBCGB2L,SGD,392.79,**************2808,SYXTZE DVE,**************4942,YVOKJNS WTS,INVOICE 79325,mt103
REF00000294058,2026-07-02T07:59:35.723,CRED,BEN,DBSSSGSG,CITIUS33,USD,1735.91,**************7981,GYTVAE EQN,**************1091,UQCRXAP NWH,INVOICE 16161,mt103
REF00000784284,2026-07-11T02:18:11.697,CRED,OUR,OCBCSGSG,CITIUS33,USD,707.37,**************3490,TLGFQS OZV,**************3612,KSHFPPV VER,INVOICE 09215,mt103
REF00000567382,2026-07-02T13:44:09.175,CRED,OUR,UOVBSGSG,MAYBMYKL,SGD,434.24,**************1930,FTSHWN FUN,**************0612,EKMITXN VZJ,INVOICE 73213,mt103
REF00000324668,2026-07-06T12:34:49.850,CRED,SHA,OCBCSGSG,MAYBMYKL,SGD,629.13,**************0218,FKJLIW WUF,**************4628,ZYAZQFE EMN,INVOICE 97915,mt103
REF00000754894,2026-07-09T02:53:22.399,CRED,SHA,UOVBSGSG,CITIUS33,SGD,2276.68,**************6767,BTUTKI GZK,**************2185,WKEMIPB MAN,INVOICE 28958,mt103
REF00000057407,2026-07-12T20:05:12.490,CRED,SHA,UOVBSGSG,MAYBMYKL,SGD,159.17,**************5604,IAQSQG DUZ,**************9781,ZYAZQFE EMN,INVOICE 92605,mt103
REF00000059436,2026-07-04T23:26:38.715,CRED,BEN,OCBCSGSG,HSBCGB2L,SGD,862.0,**************6059,RGEALY DQE,**************3370,GKQKKOI CYQ,INVOICE 61369,mt103
REF00000397333,2026-07-05T02:02:27.404,CRED,OUR,DBSSSGSG,MAYBMYKL,MYR,1152.67,**************3771,MJSIIE LEW,**************5782,KNUHRWU UNO,INVOICE 23887,mt103
REF00000506899,2026-07-09T14:44:12.712,CRED,OUR,OCBCSGSG,CITIUS33,SGD,6637.21,**************1076,URIEMG GRQ,**************4516,PYBCWUU DDK,INVOICE 49420,mt103
REF00000797336,2026-07-08T03:29:30.586,CRED,SHA,DBSSSGSG,CITIUS33,SGD,3442.27,**************8199,RGAJIH FEE,**************3914,WRITIOX XCR,INVOICE 97808,mt103
REF00000473889,2026-07-13T11:01:15.095,CRED,OUR,OCBCSGSG,MAYBMYKL,USD,470.78,**************7949,JUUXVC IEL,**************1426,QWALCBA OQQ,INVOICE 39331,mt103
REF00000283770,2026-07-12T02:25:22.585,CRED,SHA,OCBCSGSG,HSBCGB2L,MYR,1850.67,**************9110,NGBWRJ XTY,**************2932,ENMZRNW IVT,INVOICE 79101,mt103
REF00000545517,2026-07-11T19:47:40.984,CRED,OUR,OCBCSGSG,MAYBMYKL,SGD,432.26,**************1590,LTDWVQ MSE,**************1964,PVMFBCS PFC,INVOICE 52613,mt103
REF00000202990,2026-07-05T16:53:25.401,CRED,OUR,DBSSSGSG,MAYBMYKL,SGD,1239.02,**************8365,AUHWUQ SRZ,**************8543,AUNQUAO AIN,INVOICE 93969,mt103
REF00000377356,2026-07-03T15:49:54.237,CRED,OUR,DBSSSGSG,CITIUS33,USD,232.37,**************0187,AUHWUQ SRZ,**************2607,JAZBDYP LWG,INVOICE 93375,mt103
REF00000728993,2026-07-07T05:33:57.585,CRED,OUR,OCBCSGSG,MAYBMYKL,SGD,1730.15,**************7746,KQDNFA ZJM,**************1110,YLPKSOP BZP,INVOICE 60481,mt103
REF00000013911,2026-07-10T13:35:47.807,CRED,SHA,DBSSSGSG,MAYBMYKL,SGD,1187.94,**************0024,GUTMMZ RAG,**************3422,WRITIOX XCR,INVOICE 05016,mt103
REF00000182905,2026-07-01T07:02:00.655,CRED,OUR,UOVBSGSG,CITIUS33,EUR,2532.04,**************6150,IJVZUC CXT,**************1043,HUMSHNK ARG,INVOICE 41230,mt103
REF00000153560,2026-07-01T23:16:12.049,CRED,OUR,OCBCSGSG,MAYBMYKL,SGD,3399.79,**************9419,FKVEBB PDR,**************5756,HQCZWKJ OCS,INVOICE 32738,mt103
REF00000063296,2026-07-11T06:55:01.284,CRED,SHA,UOVBSGSG,MAYBMYKL,USD,1883.31,**************4494,HDIJZF ZJA,**************4114,BMWLKBL SXI,INVOICE 35533,mt103
REF00000706100,2026-07-09T13:06:30.935,CRED,OUR,OCBCSGSG,HSBCGB2L,EUR,151.05,**************7937,TFOXYQ OJI,**************5076,BQQQJUZ EPI,INVOICE 19866,mt103
REF00000267233,2026-07-09T00:08:13.267,CRED,OUR,DBSSSGSG,MAYBMYKL,SGD,209.39,**************5984,AOWCEG WCP,**************4093,NHMMCCK JXT,INVOICE 37087,mt103
REF00000739986,2026-07-09T01:02:48.465,CRED,SHA,UOVBSGSG,HSBCGB2L,SGD,511.9,**************6463,YAZPUO NKG,**************0268,IDJNLDI OLJ,INVOICE 08902,mt103
REF00000189214,2026-07-02T05:57:23.928,CRED,OUR,UOVBSGSG,HSBCGB2L,USD,2372.48,**************6317,UKKBJX LHD,**************0440,VJOBNIV ZBF,INVOICE 43269,mt103
REF00000116541,2026-07-08T18:24:51.043,CRED,OUR,DBSSSGSG,MAYBMYKL,USD,835.42,**************6834,SXUFGV KSU,**************2382,CEJWLPN QJJ,INVOICE 02170,mt103
REF00000795598,2026-07-02T23:54:04.044,CRED,BEN,DBSSSGSG,CITIUS33,USD,2949.19,**************3191,KJXYIE UFY,**************6182,EOLWXED BIS,INVOICE 96369,mt103
REF00000075450,2026-07-02T16:37:20.334,CRED,OUR,DBSSSGSG,MAYBMYKL,MYR,1086.11,**************5547,MCEJSS ZJU,**************6712,FBTKRTP TCQ,INVOICE 93082,mt103
REF00000039596,2026-07-09T11:07:50.970,CRED,OUR,DBSSSGSG,CITIUS33,USD,1298.22,**************4791,MSQTET NUG,**************4079,UEXDKDR CCD,INVOICE 41050,mt103
REF00000204995,2026-07-02T01:44:18.555,CRED,OUR,UOVBSGSG,HSBCGB2L,SGD,2787.98,**************4494,SNGVXH NSG,**************3251,WCDYLHA AZA,INVOICE 75737,mt103
REF00000219773,2026-07-13T14:22:02.934,CRED,OUR,DBSSSGSG,CITIUS33,EUR,514.96,**************9724,UUKXTP IYC,**************1827,YYKSALJ EOO,INVOICE 90603,mt103
REF00000350836,2026-07-05T10:14:53.877,CRED,OUR,DBSSSGSG,CITIUS33,SGD,2587.43,**************3035,IQKLVH EKI,**************3805,XDZQGMO TVI,INVOICE 16883,mt103
REF00000001270,2026-07-06T10:43:09.533,CRED,OUR,DBSSSGSG,HSBCGB2L,USD,939.68,**************6531,URIEMG GRQ,**************2743,FZDINJO QSS,INVOICE 45234,mt103
REF00000005955,2026-07-07T12:58:32.205,CRED,SHA,DBSSSGSG,HSBCGB2L,USD,2826.41,**************7465,SNGVXH NSG,**************6888,AIPJQJS SKQ,INVOICE 93181,mt103
REF00000490994,2026-07-09T11:57:35.904,CRED,OUR,OCBCSGSG,HSBCGB2L,SGD,4740.37,**************4582,JQNOTR YVH,**************6823,VJOBNIV ZBF,INVOICE 83130,mt103
REF00000746601,2026-07-03T21:05:49.024,CRED,OUR,OCBCSGSG,HSBCGB2L,USD,3311.52,**************7382,KJXYIE UFY,**************6904,GQGJSYC YTS,INVOICE 01050,mt103
REF00000772035,2026-07-12T02:08:57.210,CRED,SHA,DBSSSGSG,HSBCGB2L,USD,1301.73,**************9567,IEJEYO BSM,**************6860,PACUHNA ZTK,INVOICE 34763,mt103
REF00000478793,2026-07-08T17:48:28.697,CRED,OUR,DBSSSGSG,MAYBMYKL,SGD,1174.2,**************9898,LENXZR SUD,**************0838,YLPKSOP BZP,INVOICE 30673,mt103
REF00000446683,2026-07-06T16:15:06.014,CRED,BEN,UOVBSGSG,CITIUS33,SGD,858.15,**************2338,VVXJCL BES,**************5355,QKQIZNM IVS,INVOICE 55694,mt103
REF00000033940,2026-07-10T21:51:00.305,CRED,OUR,OCBCSGSG,HSBCGB2L,EUR,1173.93,**************6965,YEGKQJ VLV,**************5157,ZIWWGTR EYU,INVOICE 83511,mt103
REF00000292679,2026-07-12T14:22:53.805,CRED,OUR,OCBCSGSG,HSBCGB2L,USD,348.44,**************7514,ZJKEGW HLO,**************1855,HSRLURG NOA,INVOICE 81579,mt103
REF00000354885,2026-07-05T08:59:20.514,CRED,OUR,OCBCSGSG,CITIUS33,USD,3612.84,**************0636,MZCWOE CVI,**************5735,ZXGGEHD WAY,INVOICE 71546,mt103
REF00000302243,2026-07-12T14:00:51.558,CRED,OUR,OCBCSGSG,HSBCGB2L,SGD,3900.77,**************3119,EHMJLN TIH,**************0259,AIPJQJS SKQ,INVOICE 85498,mt103
REF00000291758,2026-07-03T23:08:29.778,CRED,SHA,OCBCSGSG,HSBCGB2L,USD,355.15,**************1628,PKHJFF NFB,**************0635,PFMUPFJ SLU,INVOICE 64748,mt103
REF00000704953,2026-07-05T12:12:27.551,CRED,BEN,OCBCSGSG,MAYBMYKL,SGD,368.55,**************5871,KLYMHW BMS,**************8825,IHWCKMJ WQL,INVOICE 21109,mt103
REF00000220528,2026-07-11T10:38:39.681,CRED,OUR,UOVBSGSG,CITIUS33,USD,1630.46,**************3318,CSCQLL WPB,**************6774,OCFQOPV WBB,INVOICE 07547,mt103
REF00000543146,2026-07-10T10:35:58.358,CRED,OUR,UOVBSGSG,CITIUS33,SGD,85.32,**************9086,QTYDDW OEA,**************3091,QOQWFIO IQU,INVOICE 56635,mt103
REF00000286501,2026-07-03T00:24:21.210,CRED,OUR,DBSSSGSG,MAYBMYKL,SGD,1523.79,**************6176,JXAGLL DRW,**************0208,TBXCDKR BWM,INVOICE 95492,mt103
REF00000388703,2026-07-01T00:16:54.096,CRED,OUR,DBSSSGSG,CITIUS33,USD,703.65,**************3733,AUHWUQ SRZ,**************1796,FVKTDBB ZVI,INVOICE 78562,mt103
REF00000620296,2026-07-09T01:23:01.568,CRED,OUR,OCBCSGSG,MAYBMYKL,SGD,830.28,**************5090,FKJLIW WUF,**************2946,RMMBHOQ AAG,INVOICE 68474,mt103
REF00000133495,2026-07-05T19:27:15.647,CRED,BEN,UOVBSGSG,HSBCGB2L,SGD,745.06,**************7406,RGAJIH FEE,**************4650,DMDCYZW GBV,INVOICE 21849,mt103
REF00000710855,2026-07-10T04:54:37.189,CRED,OUR,UOVBSGSG,MAYBMYKL,USD,9318.38,**************8819,TKFMIW GIA,**************4445,IFPIWUF YBZ,INVOICE 11297,mt103
REF00000731337,2026-07-09T09:01:16.693,CRED,SHA,DBSSSGSG,CITIUS33,MYR,6085.18,**************3181,BWUBSB AIL,**************6453,HQCZWKJ OCS,INVOICE 44416,mt103
REF00000652884,2026-07-05T01:39:55.199,CRED,SHA,UOVBSGSG,MAYBMYKL,SGD,1520.71,**************2057,RQKUSQ RGU,**************8255,YYKSALJ EOO,INVOICE 60549,mt103
REF00000463867,2026-07-11T12:22:48.588,CRED,SHA,OCBCSGSG,HSBCGB2L,SGD,186.48,**************5320,USXOBI NLB,**************6887,SMHNDCB XDZ,INVOICE 85203,mt103
REF00000172440,2026-07-01T18:57:44.236,CRED,OUR,DBSSSGSG,CITIUS33,SGD,972.52,**************7487,KUSQHY SYS,**************8599,ULOHCKB GWJ,INVOICE 71123,mt103
