customer_id,acct_type,currency,account_id,iban,balance
SYN000000192,***INGS,SGD,*******4262,**************6249,10270.36
SYN000000193,***INGS,SGD,*******1710,**************8435,2907.11
SYN000000193,***INGS,SGD,*******4220,**************8891,7954.67
SYN000000193,***INGS,SGD,*******4212,**************0040,27689.35
SYN000000193,***INGS,SGD,*******6861,**************7173,30186.76
SYN000000193,*IXED,SGD,*******3400,**************4014,7538.07
SYN000000193,***INGS,SGD,*******5370,**************4977,7020.74
SYN000000193,***RENT,USD,*******0880,**************1813,52032.92
SYN000000193,***RENT,USD,*******5642,**************3906,3189.37
SYN000000194,***RENT,SGD,*******3260,**************6379,4341.78
SYN000000195,***RENT,SGD,*******5031,**************6767,618.0
SYN000000196,***INGS,SGD,*******4932,**************7851,2383.31
SYN000000196,***RENT,SGD,*******6552,**************1332,244.55
SYN000000196,***INGS,SGD,*******7051,**************4361,398.09
SYN000000196,***INGS,SGD,*******6640,**************7580,5082.67
SYN000000196,***RENT,MYR,*******0521,**************3341,5589.48
SYN000000197,***INGS,USD,*******7972,**************5950,11090.05
SYN000000197,***INGS,USD,*******7141,**************9571,1853.12
SYN000000197,***INGS,SGD,*******0590,**************1413,3173.35
SYN000000197,***INGS,SGD,*******1871,**************4507,6937.22
SYN000000198,***RENT,MYR,*******5660,**************2198,3636.5
SYN000000198,***INGS,SGD,*******2680,**************0518,2221.96
SYN000000199,*IXED,SGD,*******7820,**************8106,3018.96
SYN000000199,***RENT,SGD,*******5800,**************1414,6035.33
SYN000000200,***INGS,SGD,*******1090,**************2178,504.56
SYN000000200,***INGS,SGD,*******4432,**************9651,36193.09
SYN000000200,***INGS,SGD,*******0331,**************7841,12468.66
SYN000000200,***RENT,USD,*******3760,**************8986,4257.25
SYN000000200,***RENT,SGD,*******7622,**************8225,7038.97
SYN000000200,***INGS,SGD,*******0520,**************4831,3154.77
SYN000000201,***INGS,SGD,*******4612,**************5275,4220.26
SYN000000201,***INGS,MYR,*******2702,**************3816,2145.55
SYN000000201,***RENT,USD,*******4491,**************3903,19797.26
SYN000000202,***RENT,SGD,*******6651,**************2251,35723.21
SYN000000202,***INGS,SGD,*******5342,**************7933,22534.13
SYN000000202,***RENT,SGD,*******6932,**************0483,20513.62
SYN000000203,***INGS,USD,*******0470,**************6349,1856.81
SYN000000203,***RENT,SGD,*******0412,**************4635,6046.55
SYN000000203,***INGS,USD,*******7290,**************2708,23897.09
SYN000000203,***INGS,USD,*******2750,**************0940,2426.75
SYN000000203,***INGS,SGD,*******5750,**************0738,98896.59
SYN000000203,***INGS,SGD,*******1702,**************5841,960.58
SYN000000204,***INGS,SGD,*******5421,**************7766,728.33
SYN000000205,***INGS,SGD,*******6050,**************7436,3934.22
SYN000000206,***INGS,SGD,*******4981,**************7866,34820.93
SYN000000207,*IXED,SGD,*******7990,**************0263,19060.9
SYN000000208,***RENT,SGD,*******2300,**************7430,531.19
SYN000000209,***RENT,SGD,*******5070,**************3793,3866.78
SYN000000209,***INGS,SGD,*******4152,**************3208,6532.39
SYN000000210,***INGS,SGD,*******6090,**************8933,14614.5
SYN000000211,***RENT,USD,*******6152,**************4835,590.74
SYN000000212,***INGS,SGD,*******5400,**************2596,3207.39
SYN000000213,***INGS,SGD,*******4381,**************2619,22560.08
SYN000000213,*IXED,SGD,*******3680,**************0919,1171.33
SYN000000213,***INGS,MYR,*******3100,**************7517,2691.0
SYN000000213,***RENT,SGD,*******3062,**************1262,1695.37
SYN000000213,***RENT,USD,*******2660,**************7427,10215.19
SYN000000214,***RENT,SGD,*******5191,**************9914,9697.61
SYN000000214,***INGS,SGD,*******4831,**************0430,1846.04
SYN000000214,***RENT,SGD,*******5802,**************1750,4145.12
SYN000000215,***INGS,SGD,*******5832,**************8150,1364.34
SYN000000215,***INGS,SGD,*******4912,**************2372,1162.31
SYN000000216,***RENT,SGD,*******3311,**************5096,2941.31
SYN000000217,***INGS,SGD,*******5172,**************4480,4419.39
SYN000000217,*IXED,MYR,*******2852,**************5587,5670.32
SYN000000217,***INGS,USD,*******3570,**************2642,8448.41
SYN000000218,*IXED,SGD,*******2082,**************4901,7891.91
SYN000000219,***RENT,SGD,*******1101,**************6038,12347.34
SYN000000220,***RENT,SGD,*******0012,**************4141,3332.45
SYN000000221,***INGS,SGD,*******2640,**************3795,4748.56
SYN000000222,***RENT,SGD,*******0591,**************9407,617.43
SYN000000222,***RENT,SGD,*******4280,**************6531,2834.16
SYN000000222,***INGS,SGD,*******7811,**************2440,519.2
SYN000000223,*IXED,USD,*******5080,**************2129,3469.36
SYN000000224,***INGS,SGD,*******5770,**************4341,2359.7
SYN000000224,***RENT,SGD,*******3410,**************8994,11055.69
SYN000000225,***RENT,SGD,*******7852,**************3196,858.35
SYN000000225,***INGS,SGD,*******3760,**************1866,3331.95
SYN000000226,***INGS,SGD,*******0640,**************3812,2880.59
SYN000000226,***RENT,SGD,*******3701,**************3308,4068.3
SYN000000227,***INGS,SGD,*******0261,**************9016,410.32
SYN000000228,***INGS,SGD,*******0480,**************4286,59884.82
SYN000000228,***RENT,SGD,*******2780,**************7195,6543.74
SYN000000228,***INGS,SGD,*******2732,**************2898,2257.53
SYN000000228,***INGS,SGD,*******7841,**************0532,13993.81
SYN000000228,***RENT,SGD,*******7471,**************2617,1940.05
SYN000000228,***INGS,SGD,*******5320,**************0954,480.33
SYN000000228,***RENT,SGD,*******1690,**************1316,10740.49
SYN000000228,*IXED,SGD,*******5870,**************5227,17277.53
SYN000000229,***INGS,USD,*******4781,**************4923,2815.74
SYN000000230,***INGS,SGD,*******6962,**************1281,10511.93
SYN000000230,*IXED,SGD,*******4682,**************0126,28524.98
SYN000000231,***INGS,MYR,*******6242,**************7897,10018.21
SYN000000231,***RENT,SGD,*******0221,**************6696,352.8
SYN000000232,*IXED,SGD,*******0540,**************1482,172.81
SYN000000233,***RENT,SGD,*******3442,**************4209,2453.64
SYN000000234,***INGS,USD,*******4791,**************7630,1458.67
SYN000000235,***INGS,SGD,*******6061,**************0133,59659.04
SYN000000236,***INGS,SGD,*******1832,**************8979,8995.7
SYN000000236,***RENT,SGD,*******7740,**************1562,20677.72
SYN000000236,***INGS,SGD,*******5140,**************7936,2833.59
SYN000000237,***RENT,MYR,*******6050,**************0591,11596.38
SYN000000238,*IXED,USD,*******4430,**************1560,601.79
SYN000000238,***INGS,SGD,*******5032,**************9596,5046.42
SYN000000239,***RENT,SGD,*******7452,**************1767,11535.19
SYN000000239,***INGS,USD,*******6590,**************5223,4345.27
SYN000000239,***RENT,MYR,*******0390,**************5473,5617.09
SYN000000239,***INGS,SGD,*******0972,**************0976,5122.09
SYN000000240,***INGS,USD,*******0481,**************7046,12498.99
SYN000000240,***RENT,USD,*******0572,**************1863,838.06
SYN000000241,***INGS,MYR,*******7871,**************9007,9260.76
SYN000000241,***INGS,USD,*******3371,**************2120,1888.69
SYN000000241,***INGS,MYR,*******6741,**************6477,11048.69
SYN000000242,***INGS,SGD,*******6942,**************5381,915.0
SYN000000243,***INGS,USD,*******6562,**************8655,1232.9
SYN000000244,***RENT,USD,*******3032,**************7456,1902.09
SYN000000244,***RENT,SGD,*******4761,**************8993,1595.92
SYN000000245,***INGS,SGD,*******4322,**************8820,32858.82
SYN000000245,***RENT,SGD,*******3172,**************3357,1172.49
SYN000000246,***RENT,MYR,*******5011,**************7073,35334.31
SYN000000246,***INGS,SGD,*******5730,**************8853,1116.58
SYN000000247,*IXED,USD,*******1881,**************3569,596.92
SYN000000247,***INGS,SGD,*******7450,**************7420,2454.27
SYN000000248,***RENT,USD,*******5561,**************9779,7667.85
SYN000000248,***INGS,SGD,*******1582,**************6466,13405.22
SYN000000248,***INGS,SGD,*******5711,**************0175,424.83
SYN000000248,***RENT,SGD,*******1160,**************3635,12956.01
SYN000000248,***RENT,SGD,*******7151,**************6140,3020.06
SYN000000249,***INGS,SGD,*******6762,**************8308,4205.07
SYN000000249,***INGS,SGD,*******3800,**************2654,8990.86
SYN000000249,***INGS,SGD,*******4582,**************9699,579.36
SYN000000250,***RENT,SGD,*******5440,**************6891,134.81
SYN000000250,***RENT,SGD,*******7241,**************7266,988.72
SYN000000250,***RENT,USD,*******3340,**************7094,15695.05
SYN000000251,***INGS,USD,*******6602,**************2844,448.94
SYN000000251,***INGS,SGD,*******0772,**************7976,6784.28
SYN000000252,***RENT,USD,*******5561,**************7826,36664.19
SYN000000252,*IXED,SGD,*******2360,**************6604,620.4
SYN000000253,*IXED,SGD,*******1780,**************1920,1175.79
SYN000000253,***RENT,USD,*******2321,**************3380,406.01
SYN000000254,***RENT,SGD,*******0681,**************7166,7508.53
SYN000000254,***INGS,SGD,*******0280,**************6304,10114.9
SYN000000255,***RENT,USD,*******3681,**************2414,29979.3
SYN000000255,***RENT,SGD,*******1060,**************1830,3810.89
SYN000000255,***INGS,SGD,*******7732,**************3297,13553.11
SYN000000256,***INGS,SGD,*******6261,**************9526,470.09
SYN000000256,***RENT,SGD,*******7530,**************1411,19830.77
SYN000000257,***INGS,USD,*******6682,**************4004,38189.92
SYN000000257,***RENT,SGD,*******4970,**************3833,2580.01
SYN000000257,***RENT,SGD,*******0732,**************2623,9630.79
SYN000000258,***INGS,USD,*******0101,**************8258,1508.65
SYN000000259,***INGS,SGD,*******6960,**************5083,1364.34
SYN000000259,*IXED,SGD,*******3491,**************7081,11864.62
SYN000000259,***RENT,SGD,*******0702,**************5954,1668.51
SYN000000259,***INGS,SGD,*******7322,**************9642,62497.9
SYN000000259,***INGS,SGD,*******4272,**************0965,45154.0
SYN000000260,***INGS,USD,*******1601,**************1134,8261.1
SYN000000261,***RENT,SGD,*******2671,**************7780,52486.52
SYN000000262,***RENT,SGD,*******1720,**************1632,3114.66
SYN000000262,***RENT,USD,*******7560,**************3462,94430.42
SYN000000262,***INGS,SGD,*******6232,**************8667,5048.92
SYN000000262,***INGS,SGD,*******0550,**************5030,4398.46
SYN000000263,***INGS,SGD,*******7672,**************3913,5039.84
SYN000000263,*IXED,MYR,*******6042,**************3253,8495.73
SYN000000264,***RENT,SGD,*******0740,**************5276,391.68
SYN000000264,***RENT,MYR,*******1462,**************1024,6488.07
SYN000000264,***INGS,SGD,*******4261,**************3456,2083.96
SYN000000265,*IXED,SGD,*******2492,**************3088,46376.56
SYN000000266,***INGS,SGD,*******0840,**************4959,3382.29
SYN000000266,***INGS,SGD,*******4901,**************6147,2732.09
SYN000000267,***INGS,SGD,*******7541,**************3448,11312.11
SYN000000268,***INGS,SGD,*******1820,**************5505,854.81
SYN000000269,***INGS,SGD,*******5831,**************7910,2067.64
SYN000000270,***INGS,SGD,*******5291,**************5476,5080.19
SYN000000271,***INGS,MYR,*******4550,**************3717,3288.93
SYN000000271,***RENT,SGD,*******3641,**************0802,3231.01
SYN000000271,***INGS,SGD,*******6302,**************5398,487.03
SYN000000272,*IXED,SGD,*******1352,**************7924,643.46
SYN000000273,***RENT,SGD,*******5220,**************7510,6397.12
SYN000000273,***INGS,MYR,*******3242,**************2341,1823.51
SYN000000273,***RENT,SGD,*******3030,**************2675,20422.7
SYN000000274,***INGS,SGD,*******0501,**************0037,10183.59
SYN000000275,***INGS,SGD,*******6291,**************5095,49494.33
SYN000000276,*IXED,SGD,*******3040,**************8647,2092.16
SYN000000276,***INGS,SGD,*******1221,**************3316,4327.13
SYN000000276,***INGS,SGD,*******2871,**************3866,12632.87
SYN000000277,***INGS,SGD,*******3441,**************6528,350.87
SYN000000278,***INGS,SGD,*******6182,**************3801,75815.86
SYN000000278,***RENT,SGD,*******1361,**************6595,1517.58
SYN000000278,*IXED,SGD,*******7760,**************7440,602.86
SYN000000278,***INGS,SGD,*******1950,**************7939,6397.45
SYN000000279,***INGS,SGD,*******4932,**************0630,1857.79
SYN000000280,*IXED,SGD,*******4130,**************5302,25109.05
SYN000000280,*IXED,SGD,*******4261,**************5537,4334.35
SYN000000280,***INGS,MYR,*******4460,**************9404,398.42
SYN000000281,***INGS,SGD,*******2000,**************4234,3894.4
SYN000000281,*IXED,SGD,*******0271,**************6697,3154.4
SYN000000282,***INGS,SGD,*******4891,**************6797,1185.04
SYN000000283,*IXED,SGD,*******4600,**************5635,2770.19
SYN000000284,***RENT,USD,*******7842,**************7203,5676.24
SYN000000284,***INGS,SGD,*******5450,**************5004,8917.72
SYN000000285,***INGS,SGD,*******4212,**************1161,49493.72
SYN000000286,***INGS,USD,*******5600,**************2723,18512.78
SYN000000286,***RENT,USD,*******7882,**************2998,737.44
SYN000000286,***RENT,SGD,*******6540,**************5300,505.96
SYN000000286,***INGS,SGD,*******3121,**************6089,4477.91
SYN000000286,***RENT,SGD,*******7980,**************4702,530.87
SYN000000287,***INGS,USD,*******1762,**************4558,12925.81
SYN000000287,***INGS,SGD,*******4972,**************4087,2253.8
SYN000000288,***RENT,SGD,*******1452,**************6610,35555.58
SYN000000289,***RENT,SGD,*******6050,**************4696,66609.53
SYN000000290,***INGS,MYR,*******5500,**************2681,30131.34
SYN000000291,***RENT,SGD,*******1842,**************3094,3233.84
SYN000000292,***RENT,USD,*******0161,**************5328,38510.33
SYN000000292,***RENT,SGD,*******2710,**************3626,47705.11
SYN000000293,***INGS,SGD,*******1260,**************3171,618.73
SYN000000294,***INGS,SGD,*******2351,**************1755,3400.18
SYN000000295,***RENT,SGD,*******1161,**************9409,4132.14
SYN000000295,***INGS,SGD,*******5622,**************2623,2821.77
SYN000000296,***RENT,SGD,*******6992,**************7611,16061.54
SYN000000297,***INGS,USD,*******4392,**************8812,9675.71
SYN000000298,*IXED,MYR,*******2181,**************8176,118666.63
SYN000000299,***RENT,USD,*******6712,**************1978,11764.58
SYN000000300,***INGS,SGD,*******3711,**************4723,3839.44
SYN000000300,***RENT,SGD,*******3851,**************8911,372.21
SYN000000300,***INGS,SGD,*******0102,**************8317,56126.73
SYN000000301,*IXED,USD,*******7741,**************5746,1844.85
SYN000000301,***RENT,USD,*******3761,**************9463,2621.4
SYN000000301,***INGS,SGD,*******5901,**************9547,89604.91
SYN000000301,***INGS,MYR,*******1030,**************3223,505.04
SYN000000302,***INGS,MYR,*******5572,**************1723,7973.66
SYN000000303,***INGS,SGD,*******6860,**************3458,5314.34
SYN000000304,***RENT,SGD,*******6922,**************3836,7753.13
SYN000000304,***RENT,SGD,*******3660,**************6475,20731.56
SYN000000305,***INGS,SGD,*******5981,**************7556,412.15
SYN000000306,***RENT,USD,*******7530,**************6407,11329.66
SYN000000306,***INGS,USD,*******1281,**************0303,7645.08
SYN000000306,***INGS,SGD,*******3231,**************8871,348.1
SYN000000306,***RENT,SGD,*******3141,**************7012,15936.4
SYN000000306,***INGS,USD,*******6571,**************4456,5167.29
SYN000000307,***INGS,SGD,*******6522,**************9141,5050.56
SYN000000307,*IXED,SGD,*******6231,**************3472,25963.2
SYN000000307,***RENT,SGD,*******3410,**************5213,16034.26
SYN000000308,***INGS,MYR,*******1701,**************3146,1780.81
SYN000000308,***RENT,SGD,*******2441,**************2767,945.23
SYN000000308,***INGS,SGD,*******5900,**************1198,44177.27
SYN000000308,*IXED,SGD,*******5880,**************7435,16624.07
SYN000000309,***INGS,USD,*******1692,**************0691,676.45
SYN000000309,***INGS,SGD,*******2561,**************2005,1335.55
SYN000000310,***INGS,SGD,*******6482,**************4529,24831.51
SYN000000311,***INGS,USD,*******1040,**************4979,3354.96
SYN000000312,***INGS,SGD,*******3632,**************7454,682.27
SYN000000312,***RENT,SGD,*******4290,**************6756,1263.79
SYN000000312,***INGS,MYR,*******3271,**************6232,2075.87
SYN000000312,***INGS,SGD,*******5571,**************9463,2140.11
SYN000000312,***RENT,USD,*******4980,**************2981,9377.52
SYN000000312,***RENT,SGD,*******5611,**************9586,1262.48
SYN000000313,***INGS,SGD,*******1130,**************9339,6537.43
SYN000000314,***INGS,SGD,*******2332,**************6085,42588.1
SYN000000315,*IXED,SGD,*******1521,**************0359,1605.91
SYN000000316,*IXED,MYR,*******7081,**************3271,15820.55
SYN000000317,***RENT,USD,*******2762,**************4210,7759.88
SYN000000317,***INGS,SGD,*******4131,**************5888,8975.86
SYN000000318,***RENT,SGD,*******4012,**************1175,3637.6
SYN000000319,***INGS,SGD,*******7092,**************0056,49590.07
SYN000000319,***RENT,SGD,*******7641,**************3989,614.62
SYN000000320,***INGS,USD,*******2440,**************9715,1945.29
SYN000000320,***RENT,SGD,*******7100,**************4621,10768.58
SYN000000320,***RENT,SGD,*******6560,**************0670,9783.39
SYN000000320,***INGS,SGD,*******3121,**************8947,2987.02
SYN000000320,***INGS,SGD,*******1662,**************4111,3382.05
SYN000000321,***INGS,SGD,*******6052,**************7348,1593.59
SYN000000322,*IXED,MYR,*******0890,**************4212,17998.0
SYN000000323,***INGS,SGD,*******3121,**************5016,250.78
SYN000000324,***RENT,SGD,*******6812,**************3331,2039.04
SYN000000324,***INGS,SGD,*******3112,**************9727,5358.02
SYN000000324,***INGS,USD,*******3940,**************5926,8504.96
SYN000000325,***INGS,SGD,*******5891,**************2255,22173.71
SYN000000326,***RENT,MYR,*******1221,**************4289,322.64
SYN000000326,***INGS,SGD,*******7810,**************6985,1991.93
SYN000000326,***INGS,SGD,*******1170,**************9732,33744.69
SYN000000327,***INGS,USD,*******3282,**************6820,5277.32
SYN000000327,***RENT,SGD,*******6830,**************7755,15753.99
SYN000000327,***INGS,SGD,*******4492,**************1688,24025.87
SYN000000327,***INGS,USD,*******2940,**************9982,2978.63
SYN000000328,*IXED,SGD,*******5121,**************3495,2481.03
SYN000000328,***INGS,SGD,*******6450,**************1156,8963.06
SYN000000328,***INGS,SGD,*******7121,**************2190,464.9
SYN000000328,***RENT,SGD,*******6672,**************0734,62128.62
SYN000000329,***INGS,SGD,*******4831,**************0830,10710.38
SYN000000329,***RENT,SGD,*******0712,**************6739,8065.22
SYN000000330,***INGS,SGD,*******0591,**************8906,2416.01
SYN000000330,***INGS,SGD,*******6462,**************9130,7078.17
SYN000000330,***INGS,SGD,*******5642,**************8477,34200.21
SYN000000331,***RENT,USD,*******6640,**************1235,3955.93
SYN000000331,***RENT,SGD,*******2342,**************7709,5256.0
SYN000000331,***RENT,SGD,*******0231,**************2182,2437.76
SYN000000331,*IXED,MYR,*******1192,**************4283,17316.2
SYN000000332,***RENT,SGD,*******1882,**************3100,1463.75
SYN000000332,***INGS,SGD,*******5172,**************3832,1408.09
SYN000000332,***INGS,USD,*******6722,**************5156,3859.25
SYN000000333,*IXED,SGD,*******6041,**************3848,4566.02
SYN000000333,***INGS,MYR,*******1111,**************9973,7924.47
SYN000000334,***RENT,SGD,*******0762,**************8450,1669.18
SYN000000334,***INGS,USD,*******3091,**************4386,14387.93
SYN000000334,***RENT,USD,*******1662,**************1633,3910.31
SYN000000335,***RENT,SGD,*******3251,**************5720,20418.1
SYN000000336,***INGS,SGD,*******2051,**************5744,1282.98
SYN000000337,***INGS,USD,*******6312,**************0880,3872.47
SYN000000338,***RENT,SGD,*******7400,**************4703,29543.62
SYN000000339,***RENT,SGD,*******6762,**************9518,908.37
SYN000000339,***RENT,SGD,*******4280,**************1118,5962.32
SYN000000339,***INGS,SGD,*******6092,**************6527,5902.78
SYN000000340,***RENT,SGD,*******7052,**************2729,52438.38
SYN000000341,***INGS,SGD,*******7880,**************3600,3326.97
SYN000000342,***RENT,USD,*******3671,**************0765,103591.04
SYN000000342,*IXED,SGD,*******5092,**************7333,742.15
SYN000000342,***RENT,SGD,*******7381,**************6232,20072.56
SYN000000342,***RENT,MYR,*******1752,**************8937,1972.59
SYN000000343,***RENT,SGD,*******4990,**************4886,5872.63
SYN000000344,***INGS,SGD,*******4660,**************8368,900.26
SYN000000344,*IXED,SGD,*******6812,**************5083,5549.51
SYN000000345,*IXED,SGD,*******6400,**************5686,2531.4
SYN000000346,***INGS,SGD,*******6450,**************9254,3589.06
SYN000000346,***INGS,SGD,*******1251,**************4621,2240.6
SYN000000347,***RENT,SGD,*******4480,**************3218,469.91
SYN000000348,***INGS,SGD,*******6061,**************4949,12651.23
SYN000000349,*IXED,USD,*******2172,**************8123,613.07
SYN000000350,***INGS,SGD,*******4642,**************6548,6712.36
SYN000000351,***INGS,SGD,*******0500,**************2085,5830.76
SYN000000351,*IXED,MYR,*******1381,**************4124,4419.82
SYN000000352,***INGS,SGD,*******4720,**************9953,38093.83
SYN000000352,***RENT,SGD,*******6610,**************3976,3670.53
SYN000000352,***INGS,SGD,*******5810,**************2628,2383.64
SYN000000353,***RENT,USD,*******4910,**************3661,729.45
SYN000000353,***RENT,SGD,*******6400,**************5113,8538.28
SYN000000353,***INGS,USD,*******2840,**************0644,2608.67
SYN000000353,***RENT,MYR,*******5640,**************6954,28917.81
SYN000000354,***INGS,SGD,*******0772,**************0359,5050.49
SYN000000354,***INGS,USD,*******5601,**************2252,22958.54
SYN000000354,***RENT,SGD,*******4561,**************3728,7958.05
SYN000000354,***INGS,SGD,*******1521,**************1269,2894.93
SYN000000354,***RENT,SGD,*******7952,**************2855,4699.1
SYN000000355,***INGS,USD,*******7890,**************4631,3729.74
SYN000000355,***RENT,MYR,*******0530,**************6568,9979.91
SYN000000356,***INGS,SGD,*******5862,**************2936,8462.19
SYN000000356,*IXED,SGD,*******4361,**************2140,403.03
SYN000000357,***INGS,USD,*******2470,**************5422,16425.76
SYN000000358,***INGS,SGD,*******1510,**************0243,34192.7
SYN000000358,***INGS,SGD,*******4550,**************5308,2359.81
SYN000000359,*IXED,SGD,*******4960,**************6167,4892.77
SYN000000360,***RENT,SGD,*******2031,**************1378,3881.51
SYN000000361,***INGS,MYR,*******6971,**************0010,7946.78
SYN000000361,***INGS,SGD,*******1312,**************5601,931.88
SYN000000362,*IXED,USD,*******0890,**************9226,44779.48
SYN000000362,***INGS,SGD,*******5351,**************7520,4328.01
SYN000000363,***INGS,MYR,*******6431,**************3903,5031.75
