uetr,ts,service,status,msg_type,rail,amount,currency,debtor_account,debtor_name,country,latency_ms
ad9f8a62-e49d-472e-c43e-88d7a1418ae1,2026-07-11T11:35:50.520,gateway,OK,MT103,SWIFT,2528.88,SGD,**************4309,Grwijh Tfdw,MY,23
ad9f8a62-e49d-472e-c43e-88d7a1418ae1,2026-07-11T11:35:50.601,auth,OK,MT103,SWIFT,2528.88,SGD,**************4309,Grwijh Tfdw,MY,80
ad9f8a62-e49d-472e-c43e-88d7a1418ae1,2026-07-11T11:36:20.640,validation,OK,MT103,SWIFT,2528.88,SGD,**************4309,Grwijh Tfdw,MY,71
ad9f8a62-e49d-472e-c43e-88d7a1418ae1,2026-07-11T11:36:20.873,aml,OK,MT103,SWIFT,2528.88,SGD,**************4309,Grwijh Tfdw,MY,94
ad9f8a62-e49d-472e-c43e-88d7a1418ae1,2026-07-11T11:36:20.942,payment-hub,OK,MT103,SWIFT,2528.88,SGD,**************4309,Grwijh Tfdw,MY,39
ad9f8a62-e49d-472e-c43e-88d7a1418ae1,2026-07-11T11:36:21.059,core-banking,OK,MT103,SWIFT,2528.88,SGD,**************4309,Grwijh Tfdw,MY,191
ad9f8a62-e49d-472e-c43e-88d7a1418ae1,2026-07-11T11:36:21.167,settlement,SETTLED,MT103,SWIFT,2528.88,SGD,**************4309,Grwijh Tfdw,MY,266
64af4485-7bbe-c338-470a-5293e84c77c8,2026-07-09T15:27:26.132,gateway,OK,pacs.008,SWIFT,3432.98,USD,**************8309,Mnkygc Dmis,SG,19
64af4485-7bbe-c338-470a-5293e84c77c8,2026-07-09T15:27:26.163,auth,OK,pacs.008,SWIFT,3432.98,USD,**************8309,Mnkygc Dmis,SG,31
64af4485-7bbe-c338-470a-5293e84c77c8,2026-07-09T15:27:26.471,validation,OK,pacs.008,SWIFT,3432.98,USD,**************8309,Mnkygc Dmis,SG,41
64af4485-7bbe-c338-470a-5293e84c77c8,2026-07-09T15:27:26.565,aml,OK,pacs.008,SWIFT,3432.98,USD,**************8309,Mnkygc Dmis,SG,105
64af4485-7bbe-c338-470a-5293e84c77c8,2026-07-09T15:27:26.696,payment-hub,OK,pacs.008,SWIFT,3432.98,USD,**************8309,Mnkygc Dmis,SG,90
64af4485-7bbe-c338-470a-5293e84c77c8,2026-07-09T15:27:26.755,core-banking,OK,pacs.008,SWIFT,3432.98,USD,**************8309,Mnkygc Dmis,SG,83
64af4485-7bbe-c338-470a-5293e84c77c8,2026-07-09T15:27:26.799,settlement,SETTLED,pacs.008,SWIFT,3432.98,USD,**************8309,Mnkygc Dmis,SG,377
9c8d7373-7790-30c0-1947-d28f98ac48bd,2026-07-06T18:17:40.476,gateway,OK,pacs.008,FAST,348.31,SGD,**************0137,Uwxdom Sepf,HK,50
9c8d7373-7790-30c0-1947-d28f98ac48bd,2026-07-06T18:17:40.585,auth,OK,pacs.008,FAST,348.31,SGD,**************0137,Uwxdom Sepf,HK,81
9c8d7373-7790-30c0-1947-d28f98ac48bd,2026-07-06T18:17:40.820,validation,OK,pacs.008,FAST,348.31,SGD,**************0137,Uwxdom Sepf,HK,116
9c8d7373-7790-30c0-1947-d28f98ac48bd,2026-07-06T18:17:40.988,aml,TIMEOUT,pacs.008,FAST,348.31,SGD,**************0137,Uwxdom Sepf,HK,30000
9c8d7373-7790-30c0-1947-d28f98ac48bd,2026-07-06T18:17:41.145,payment-hub,FAILED,pacs.008,FAST,348.31,SGD,**************0137,Uwxdom Sepf,HK,43
d7ab91f9-b2f3-abb7-b41b-a295ca88524f,2026-07-05T04:58:53.851,gateway,OK,pacs.008,SWIFT,3432.88,EUR,**************8103,Vzawjz Zidv,SG,59
d7ab91f9-b2f3-abb7-b41b-a295ca88524f,2026-07-05T04:58:53.960,auth,OK,pacs.008,SWIFT,3432.88,EUR,**************8103,Vzawjz Zidv,SG,51
d7ab91f9-b2f3-abb7-b41b-a295ca88524f,2026-07-05T04:58:54.200,validation,OK,pacs.008,SWIFT,3432.88,EUR,**************8103,Vzawjz Zidv,SG,26
d7ab91f9-b2f3-abb7-b41b-a295ca88524f,2026-07-05T04:58:54.297,aml,OK,pacs.008,SWIFT,3432.88,EUR,**************8103,Vzawjz Zidv,SG,154
d7ab91f9-b2f3-abb7-b41b-a295ca88524f,2026-07-05T04:58:54.344,payment-hub,OK,pacs.008,SWIFT,3432.88,EUR,**************8103,Vzawjz Zidv,SG,116
d7ab91f9-b2f3-abb7-b41b-a295ca88524f,2026-07-05T04:58:54.431,core-banking,OK,pacs.008,SWIFT,3432.88,EUR,**************8103,Vzawjz Zidv,SG,132
d7ab91f9-b2f3-abb7-b41b-a295ca88524f,2026-07-05T04:58:54.680,settlement,SETTLED,pacs.008,SWIFT,3432.88,EUR,**************8103,Vzawjz Zidv,SG,94
03382e3a-9188-61a3-0a2a-0c82b58affa3,2026-07-10T12:08:00.136,gateway,OK,pacs.008,FAST,628.64,SGD,**************0110,Epzokl Fhgd,SG,42
03382e3a-9188-61a3-0a2a-0c82b58affa3,2026-07-10T12:08:00.172,auth,OK,pacs.008,FAST,628.64,SGD,**************0110,Epzokl Fhgd,SG,24
03382e3a-9188-61a3-0a2a-0c82b58affa3,2026-07-10T12:08:00.236,validation,OK,pacs.008,FAST,628.64,SGD,**************0110,Epzokl Fhgd,SG,102
03382e3a-9188-61a3-0a2a-0c82b58affa3,2026-07-10T12:08:00.361,aml,OK,pacs.008,FAST,628.64,SGD,**************0110,Epzokl Fhgd,SG,261
03382e3a-9188-61a3-0a2a-0c82b58affa3,2026-07-10T12:08:00.629,payment-hub,OK,pacs.008,FAST,628.64,SGD,**************0110,Epzokl Fhgd,SG,76
03382e3a-9188-61a3-0a2a-0c82b58affa3,2026-07-10T12:08:00.857,core-banking,OK,pacs.008,FAST,628.64,SGD,**************0110,Epzokl Fhgd,SG,125
03382e3a-9188-61a3-0a2a-0c82b58affa3,2026-07-10T12:08:00.902,settlement,SETTLED,pacs.008,FAST,628.64,SGD,**************0110,Epzokl Fhgd,SG,165
7e5f9ba6-547b-817b-a57f-1cbefacc18dd,2026-07-08T12:26:07.290,gateway,OK,MT103,SWIFT,1700.6,USD,**************0418,Sqbxrm Pwzm,MY,38
7e5f9ba6-547b-817b-a57f-1cbefacc18dd,2026-07-08T12:26:37.322,auth,OK,MT103,SWIFT,1700.6,USD,**************0418,Sqbxrm Pwzm,MY,53
7e5f9ba6-547b-817b-a57f-1cbefacc18dd,2026-07-08T12:26:37.388,validation,OK,MT103,SWIFT,1700.6,USD,**************0418,Sqbxrm Pwzm,MY,33
7e5f9ba6-547b-817b-a57f-1cbefacc18dd,2026-07-08T12:26:37.568,aml,OK,MT103,SWIFT,1700.6,USD,**************0418,Sqbxrm Pwzm,MY,270
7e5f9ba6-547b-817b-a57f-1cbefacc18dd,2026-07-08T12:26:37.662,payment-hub,OK,MT103,SWIFT,1700.6,USD,**************0418,Sqbxrm Pwzm,MY,121
7e5f9ba6-547b-817b-a57f-1cbefacc18dd,2026-07-08T12:26:37.906,core-banking,OK,MT103,SWIFT,1700.6,USD,**************0418,Sqbxrm Pwzm,MY,208
7e5f9ba6-547b-817b-a57f-1cbefacc18dd,2026-07-08T12:26:37.983,settlement,SETTLED,MT103,SWIFT,1700.6,USD,**************0418,Sqbxrm Pwzm,MY,284
41f6b847-3ac4-6d07-f790-db73805a312e,2026-07-10T13:19:01.871,gateway,OK,pacs.008,SWIFT,435.58,USD,**************8835,Pgprug Iqcw,IN,45
41f6b847-3ac4-6d07-f790-db73805a312e,2026-07-10T13:19:01.964,auth,OK,pacs.008,SWIFT,435.58,USD,**************8835,Pgprug Iqcw,IN,67
41f6b847-3ac4-6d07-f790-db73805a312e,2026-07-10T13:19:02.037,validation,OK,pacs.008,SWIFT,435.58,USD,**************8835,Pgprug Iqcw,IN,120
41f6b847-3ac4-6d07-f790-db73805a312e,2026-07-10T13:19:02.085,aml,OK,pacs.008,SWIFT,435.58,USD,**************8835,Pgprug Iqcw,IN,130
41f6b847-3ac4-6d07-f790-db73805a312e,2026-07-10T13:19:02.247,payment-hub,OK,pacs.008,SWIFT,435.58,USD,**************8835,Pgprug Iqcw,IN,86
41f6b847-3ac4-6d07-f790-db73805a312e,2026-07-10T13:19:02.333,core-banking,OK,pacs.008,SWIFT,435.58,USD,**************8835,Pgprug Iqcw,IN,195
41f6b847-3ac4-6d07-f790-db73805a312e,2026-07-10T13:19:02.381,settlement,SETTLED,pacs.008,SWIFT,435.58,USD,**************8835,Pgprug Iqcw,IN,247
09b0e1ab-0d29-48ad-49b5-726a64b52f28,2026-07-01T17:47:35.782,gateway,OK,pacs.008,FAST,536.98,MYR,**************7241,Xpfmll Bgrg,SG,41
09b0e1ab-0d29-48ad-49b5-726a64b52f28,2026-07-01T17:47:35.929,auth,OK,pacs.008,FAST,536.98,MYR,**************7241,Xpfmll Bgrg,SG,54
09b0e1ab-0d29-48ad-49b5-726a64b52f28,2026-07-01T17:47:36.110,validation,OK,pacs.008,FAST,536.98,MYR,**************7241,Xpfmll Bgrg,SG,117
09b0e1ab-0d29-48ad-49b5-726a64b52f28,2026-07-01T17:47:36.235,aml,OK,pacs.008,FAST,536.98,MYR,**************7241,Xpfmll Bgrg,SG,285
09b0e1ab-0d29-48ad-49b5-726a64b52f28,2026-07-01T17:47:36.316,payment-hub,OK,pacs.008,FAST,536.98,MYR,**************7241,Xpfmll Bgrg,SG,116
09b0e1ab-0d29-48ad-49b5-726a64b52f28,2026-07-01T17:47:36.426,core-banking,OK,pacs.008,FAST,536.98,MYR,**************7241,Xpfmll Bgrg,SG,200
09b0e1ab-0d29-48ad-49b5-726a64b52f28,2026-07-01T17:47:36.495,settlement,SETTLED,pacs.008,FAST,536.98,MYR,**************7241,Xpfmll Bgrg,SG,359
e5b1f2fa-7fbb-52ec-1617-47f179489ec7,2026-07-14T22:13:31.189,gateway,OK,MT103,SWIFT,856.1,EUR,**************0670,Cgibjx Vdtl,SG,26
e5b1f2fa-7fbb-52ec-1617-47f179489ec7,2026-07-14T22:13:31.370,auth,OK,MT103,SWIFT,856.1,EUR,**************0670,Cgibjx Vdtl,SG,87
e5b1f2fa-7fbb-52ec-1617-47f179489ec7,2026-07-14T22:13:31.443,validation,OK,MT103,SWIFT,856.1,EUR,**************0670,Cgibjx Vdtl,SG,95
e5b1f2fa-7fbb-52ec-1617-47f179489ec7,2026-07-14T22:13:31.514,aml,OK,MT103,SWIFT,856.1,EUR,**************0670,Cgibjx Vdtl,SG,235
e5b1f2fa-7fbb-52ec-1617-47f179489ec7,2026-07-14T22:13:31.630,payment-hub,OK,MT103,SWIFT,856.1,EUR,**************0670,Cgibjx Vdtl,SG,90
e5b1f2fa-7fbb-52ec-1617-47f179489ec7,2026-07-14T22:13:31.694,core-banking,OK,MT103,SWIFT,856.1,EUR,**************0670,Cgibjx Vdtl,SG,110
e5b1f2fa-7fbb-52ec-1617-47f179489ec7,2026-07-14T22:13:31.803,settlement,SETTLED,MT103,SWIFT,856.1,EUR,**************0670,Cgibjx Vdtl,SG,191
0ede1c75-4ec1-a2e9-f689-5cbeb7473553,2026-07-11T06:52:42.938,gateway,OK,pacs.008,FAST,735.69,USD,**************8600,Gsxdit Tzmq,SG,41
0ede1c75-4ec1-a2e9-f689-5cbeb7473553,2026-07-11T06:52:42.999,auth,OK,pacs.008,FAST,735.69,USD,**************8600,Gsxdit Tzmq,SG,33
0ede1c75-4ec1-a2e9-f689-5cbeb7473553,2026-07-11T06:52:43.165,validation,OK,pacs.008,FAST,735.69,USD,**************8600,Gsxdit Tzmq,SG,71
0ede1c75-4ec1-a2e9-f689-5cbeb7473553,2026-07-11T06:52:43.212,aml,OK,pacs.008,FAST,735.69,USD,**************8600,Gsxdit Tzmq,SG,294
0ede1c75-4ec1-a2e9-f689-5cbeb7473553,2026-07-11T06:52:43.269,payment-hub,OK,pacs.008,FAST,735.69,USD,**************8600,Gsxdit Tzmq,SG,135
0ede1c75-4ec1-a2e9-f689-5cbeb7473553,2026-07-11T06:52:43.335,core-banking,OK,pacs.008,FAST,735.69,USD,**************8600,Gsxdit Tzmq,SG,88
0ede1c75-4ec1-a2e9-f689-5cbeb7473553,2026-07-11T06:52:43.542,settlement,SETTLED,pacs.008,FAST,735.69,USD,**************8600,Gsxdit Tzmq,SG,91
44e62011-aede-44fe-0018-403baa7d64db,2026-07-14T19:13:09.369,gateway,OK,pacs.008,FAST,1038.3,USD,**************2175,Rrqpdt Vdci,US,53
44e62011-aede-44fe-0018-403baa7d64db,2026-07-14T19:13:09.683,auth,OK,pacs.008,FAST,1038.3,USD,**************2175,Rrqpdt Vdci,US,72
44e62011-aede-44fe-0018-403baa7d64db,2026-07-14T19:13:09.721,validation,OK,pacs.008,FAST,1038.3,USD,**************2175,Rrqpdt Vdci,US,66
44e62011-aede-44fe-0018-403baa7d64db,2026-07-14T19:13:09.796,aml,OK,pacs.008,FAST,1038.3,USD,**************2175,Rrqpdt Vdci,US,142
44e62011-aede-44fe-0018-403baa7d64db,2026-07-14T19:13:09.925,payment-hub,OK,pacs.008,FAST,1038.3,USD,**************2175,Rrqpdt Vdci,US,51
44e62011-aede-44fe-0018-403baa7d64db,2026-07-14T19:13:10.036,core-banking,OK,pacs.008,FAST,1038.3,USD,**************2175,Rrqpdt Vdci,US,129
44e62011-aede-44fe-0018-403baa7d64db,2026-07-14T19:13:10.100,settlement,SETTLED,pacs.008,FAST,1038.3,USD,**************2175,Rrqpdt Vdci,US,64
e5688187-8646-4c6b-7a4c-ea3d8f025e1a,2026-07-10T13:37:08.842,gateway,OK,0200,SWIFT,319.7,SGD,**************3972,Xwhseu Uemp,GB,38
e5688187-8646-4c6b-7a4c-ea3d8f025e1a,2026-07-10T13:37:08.938,auth,OK,0200,SWIFT,319.7,SGD,**************3972,Xwhseu Uemp,GB,88
e5688187-8646-4c6b-7a4c-ea3d8f025e1a,2026-07-10T13:37:09.049,validation,OK,0200,SWIFT,319.7,SGD,**************3972,Xwhseu Uemp,GB,43
e5688187-8646-4c6b-7a4c-ea3d8f025e1a,2026-07-10T13:37:09.116,aml,OK,0200,SWIFT,319.7,SGD,**************3972,Xwhseu Uemp,GB,55
e5688187-8646-4c6b-7a4c-ea3d8f025e1a,2026-07-10T13:37:09.159,payment-hub,OK,0200,SWIFT,319.7,SGD,**************3972,Xwhseu Uemp,GB,62
e5688187-8646-4c6b-7a4c-ea3d8f025e1a,2026-07-10T13:37:09.217,core-banking,OK,0200,SWIFT,319.7,SGD,**************3972,Xwhseu Uemp,GB,60
e5688187-8646-4c6b-7a4c-ea3d8f025e1a,2026-07-10T13:37:09.342,settlement,SETTLED,0200,SWIFT,319.7,SGD,**************3972,Xwhseu Uemp,GB,131
3de76493-70cc-64e4-4c62-bcff1798e7b5,2026-07-14T12:36:07.813,gateway,OK,MT103,FAST,372.1,USD,**************1106,Orbkap Kiws,IN,28
3de76493-70cc-64e4-4c62-bcff1798e7b5,2026-07-14T12:36:07.886,auth,OK,MT103,FAST,372.1,USD,**************1106,Orbkap Kiws,IN,60
3de76493-70cc-64e4-4c62-bcff1798e7b5,2026-07-14T12:36:07.950,validation,OK,MT103,FAST,372.1,USD,**************1106,Orbkap Kiws,IN,88
3de76493-70cc-64e4-4c62-bcff1798e7b5,2026-07-14T12:36:08.097,aml,OK,MT103,FAST,372.1,USD,**************1106,Orbkap Kiws,IN,125
3de76493-70cc-64e4-4c62-bcff1798e7b5,2026-07-14T12:36:08.328,payment-hub,OK,MT103,FAST,372.1,USD,**************1106,Orbkap Kiws,IN,37
3de76493-70cc-64e4-4c62-bcff1798e7b5,2026-07-14T12:36:08.402,core-banking,OK,MT103,FAST,372.1,USD,**************1106,Orbkap Kiws,IN,138
3de76493-70cc-64e4-4c62-bcff1798e7b5,2026-07-14T12:36:08.554,settlement,SETTLED,MT103,FAST,372.1,USD,**************1106,Orbkap Kiws,IN,237
72a4ffc5-bf83-1556-78cb-aa94d457a4e6,2026-07-03T19:42:49.410,gateway,OK,0200,FAST,162.35,SGD,**************1188,Avwhdv Ceii,SG,21
72a4ffc5-bf83-1556-78cb-aa94d457a4e6,2026-07-03T19:42:49.659,auth,OK,0200,FAST,162.35,SGD,**************1188,Avwhdv Ceii,SG,45
72a4ffc5-bf83-1556-78cb-aa94d457a4e6,2026-07-03T19:42:49.711,validation,OK,0200,FAST,162.35,SGD,**************1188,Avwhdv Ceii,SG,72
72a4ffc5-bf83-1556-78cb-aa94d457a4e6,2026-07-03T19:42:49.800,aml,OK,0200,FAST,162.35,SGD,**************1188,Avwhdv Ceii,SG,268
72a4ffc5-bf83-1556-78cb-aa94d457a4e6,2026-07-03T19:42:49.878,payment-hub,OK,0200,FAST,162.35,SGD,**************1188,Avwhdv Ceii,SG,49
72a4ffc5-bf83-1556-78cb-aa94d457a4e6,2026-07-03T19:42:49.925,core-banking,OK,0200,FAST,162.35,SGD,**************1188,Avwhdv Ceii,SG,133
72a4ffc5-bf83-1556-78cb-aa94d457a4e6,2026-07-03T19:42:49.986,settlement,SETTLED,0200,FAST,162.35,SGD,**************1188,Avwhdv Ceii,SG,261
b8ba07f5-6876-6836-0ab9-34e44ac775f2,2026-07-01T23:01:34.558,gateway,OK,MT103,FAST,1872.72,SGD,**************6105,Yyjjvv Sksj,SG,37
b8ba07f5-6876-6836-0ab9-34e44ac775f2,2026-07-01T23:01:34.608,auth,OK,MT103,FAST,1872.72,SGD,**************6105,Yyjjvv Sksj,SG,64
b8ba07f5-6876-6836-0ab9-34e44ac775f2,2026-07-01T23:01:34.676,validation,OK,MT103,FAST,1872.72,SGD,**************6105,Yyjjvv Sksj,SG,25
b8ba07f5-6876-6836-0ab9-34e44ac775f2,2026-07-01T23:01:34.751,aml,OK,MT103,FAST,1872.72,SGD,**************6105,Yyjjvv Sksj,SG,262
b8ba07f5-6876-6836-0ab9-34e44ac775f2,2026-07-01T23:02:04.764,payment-hub,OK,MT103,FAST,1872.72,SGD,**************6105,Yyjjvv Sksj,SG,44
b8ba07f5-6876-6836-0ab9-34e44ac775f2,2026-07-01T23:02:04.904,core-banking,OK,MT103,FAST,1872.72,SGD,**************6105,Yyjjvv Sksj,SG,241
b8ba07f5-6876-6836-0ab9-34e44ac775f2,2026-07-01T23:02:05.136,settlement,SETTLED,MT103,FAST,1872.72,SGD,**************6105,Yyjjvv Sksj,SG,347
8b4e49dd-1dc4-c3a6-fa9f-410bc5189876,2026-07-08T21:34:29.083,gateway,OK,pacs.008,CARDS,1684.82,SGD,**************4253,Qwrjjr Ffqp,IN,30
8b4e49dd-1dc4-c3a6-fa9f-410bc5189876,2026-07-08T21:34:29.158,auth,OK,pacs.008,CARDS,1684.82,SGD,**************4253,Qwrjjr Ffqp,IN,79
8b4e49dd-1dc4-c3a6-fa9f-410bc5189876,2026-07-08T21:34:29.277,validation,OK,pacs.008,CARDS,1684.82,SGD,**************4253,Qwrjjr Ffqp,IN,97
8b4e49dd-1dc4-c3a6-fa9f-410bc5189876,2026-07-08T21:34:29.504,aml,OK,pacs.008,CARDS,1684.82,SGD,**************4253,Qwrjjr Ffqp,IN,179
8b4e49dd-1dc4-c3a6-fa9f-410bc5189876,2026-07-08T21:34:29.557,payment-hub,OK,pacs.008,CARDS,1684.82,SGD,**************4253,Qwrjjr Ffqp,IN,42
8b4e49dd-1dc4-c3a6-fa9f-410bc5189876,2026-07-08T21:34:29.672,core-banking,OK,pacs.008,CARDS,1684.82,SGD,**************4253,Qwrjjr Ffqp,IN,86
8b4e49dd-1dc4-c3a6-fa9f-410bc5189876,2026-07-08T21:34:29.803,settlement,SETTLED,pacs.008,CARDS,1684.82,SGD,**************4253,Qwrjjr Ffqp,IN,360
ec859392-60b5-a644-4ddc-68574326e117,2026-07-14T08:37:38.221,gateway,OK,pacs.008,SWIFT,558.94,EUR,**************7407,Zmwyir Xbqx,MY,47
ec859392-60b5-a644-4ddc-68574326e117,2026-07-14T08:37:38.364,auth,OK,pacs.008,SWIFT,558.94,EUR,**************7407,Zmwyir Xbqx,MY,47
ec859392-60b5-a644-4ddc-68574326e117,2026-07-14T08:37:38.508,validation,OK,pacs.008,SWIFT,558.94,EUR,**************7407,Zmwyir Xbqx,MY,94
ec859392-60b5-a644-4ddc-68574326e117,2026-07-14T08:37:38.736,aml,OK,pacs.008,SWIFT,558.94,EUR,**************7407,Zmwyir Xbqx,MY,54
ec859392-60b5-a644-4ddc-68574326e117,2026-07-14T08:37:38.885,payment-hub,OK,pacs.008,SWIFT,558.94,EUR,**************7407,Zmwyir Xbqx,MY,72
ec859392-60b5-a644-4ddc-68574326e117,2026-07-14T08:37:39.111,core-banking,OK,pacs.008,SWIFT,558.94,EUR,**************7407,Zmwyir Xbqx,MY,100
ec859392-60b5-a644-4ddc-68574326e117,2026-07-14T08:37:39.283,settlement,SETTLED,pacs.008,SWIFT,558.94,EUR,**************7407,Zmwyir Xbqx,MY,139
0e9b1f75-db11-cd06-907e-5876b5cc0b85,2026-07-05T17:22:29.165,gateway,OK,pacs.008,SWIFT,965.08,SGD,**************2550,Ypedzw Wgzy,GB,21
0e9b1f75-db11-cd06-907e-5876b5cc0b85,2026-07-05T17:22:29.214,auth,OK,pacs.008,SWIFT,965.08,SGD,**************2550,Ypedzw Wgzy,GB,41
0e9b1f75-db11-cd06-907e-5876b5cc0b85,2026-07-05T17:22:29.286,validation,OK,pacs.008,SWIFT,965.08,SGD,**************2550,Ypedzw Wgzy,GB,52
0e9b1f75-db11-cd06-907e-5876b5cc0b85,2026-07-05T17:22:29.357,aml,OK,pacs.008,SWIFT,965.08,SGD,**************2550,Ypedzw Wgzy,GB,239
0e9b1f75-db11-cd06-907e-5876b5cc0b85,2026-07-05T17:22:29.441,payment-hub,OK,pacs.008,SWIFT,965.08,SGD,**************2550,Ypedzw Wgzy,GB,133
0e9b1f75-db11-cd06-907e-5876b5cc0b85,2026-07-05T17:22:29.636,core-banking,OK,pacs.008,SWIFT,965.08,SGD,**************2550,Ypedzw Wgzy,GB,242
0e9b1f75-db11-cd06-907e-5876b5cc0b85,2026-07-05T17:22:29.750,settlement,SETTLED,pacs.008,SWIFT,965.08,SGD,**************2550,Ypedzw Wgzy,GB,98
4babd4f3-7b4f-6ed3-9e31-fa29005e5f87,2026-07-02T06:58:13.668,gateway,OK,MT103,FAST,6361.35,SGD,**************8023,Qfajhn Vfej,MY,57
4babd4f3-7b4f-6ed3-9e31-fa29005e5f87,2026-07-02T06:58:43.684,auth,OK,MT103,FAST,6361.35,SGD,**************8023,Qfajhn Vfej,MY,59
4babd4f3-7b4f-6ed3-9e31-fa29005e5f87,2026-07-02T06:58:43.785,validation,OK,MT103,FAST,6361.35,SGD,**************8023,Qfajhn Vfej,MY,99
4babd4f3-7b4f-6ed3-9e31-fa29005e5f87,2026-07-02T06:58:43.868,aml,OK,MT103,FAST,6361.35,SGD,**************8023,Qfajhn Vfej,MY,220
4babd4f3-7b4f-6ed3-9e31-fa29005e5f87,2026-07-02T06:58:44.030,payment-hub,OK,MT103,FAST,6361.35,SGD,**************8023,Qfajhn Vfej,MY,142
4babd4f3-7b4f-6ed3-9e31-fa29005e5f87,2026-07-02T06:58:44.066,core-banking,OK,MT103,FAST,6361.35,SGD,**************8023,Qfajhn Vfej,MY,99
4babd4f3-7b4f-6ed3-9e31-fa29005e5f87,2026-07-02T06:58:44.206,settlement,SETTLED,MT103,FAST,6361.35,SGD,**************8023,Qfajhn Vfej,MY,286
8aad292d-ceb8-e86e-2ee5-b24bbbc4af25,2026-07-06T08:50:03.111,gateway,OK,pacs.008,CARDS,1166.1,USD,**************0304,Pvvert Tcer,SG,58
8aad292d-ceb8-e86e-2ee5-b24bbbc4af25,2026-07-06T08:50:03.276,auth,OK,pacs.008,CARDS,1166.1,USD,**************0304,Pvvert Tcer,SG,38
8aad292d-ceb8-e86e-2ee5-b24bbbc4af25,2026-07-06T08:50:03.373,validation,OK,pacs.008,CARDS,1166.1,USD,**************0304,Pvvert Tcer,SG,29
8aad292d-ceb8-e86e-2ee5-b24bbbc4af25,2026-07-06T08:50:03.503,aml,TIMEOUT,pacs.008,CARDS,1166.1,USD,**************0304,Pvvert Tcer,SG,30000
8aad292d-ceb8-e86e-2ee5-b24bbbc4af25,2026-07-06T08:50:03.605,payment-hub,FAILED,pacs.008,CARDS,1166.1,USD,**************0304,Pvvert Tcer,SG,42
7b2f4a2f-d836-d606-2273-1771d2fb0ea2,2026-07-07T09:05:52.539,gateway,OK,MT103,FAST,1572.22,INR,**************5504,Hvppqq Oxll,SG,24
7b2f4a2f-d836-d606-2273-1771d2fb0ea2,2026-07-07T09:05:52.600,auth,OK,MT103,FAST,1572.22,INR,**************5504,Hvppqq Oxll,SG,76
7b2f4a2f-d836-d606-2273-1771d2fb0ea2,2026-07-07T09:05:52.702,validation,OK,MT103,FAST,1572.22,INR,**************5504,Hvppqq Oxll,SG,84
7b2f4a2f-d836-d606-2273-1771d2fb0ea2,2026-07-07T09:05:52.778,aml,OK,MT103,FAST,1572.22,INR,**************5504,Hvppqq Oxll,SG,136
7b2f4a2f-d836-d606-2273-1771d2fb0ea2,2026-07-07T09:05:53.063,payment-hub,OK,MT103,FAST,1572.22,INR,**************5504,Hvppqq Oxll,SG,55
7b2f4a2f-d836-d606-2273-1771d2fb0ea2,2026-07-07T09:06:23.088,core-banking,OK,MT103,FAST,1572.22,INR,**************5504,Hvppqq Oxll,SG,89
7b2f4a2f-d836-d606-2273-1771d2fb0ea2,2026-07-07T09:06:23.241,settlement,SETTLED,MT103,FAST,1572.22,INR,**************5504,Hvppqq Oxll,SG,105
2b40b73f-573c-90b0-6af7-ff46faf5be45,2026-07-12T05:00:34.126,gateway,OK,pacs.008,FAST,610.26,SGD,**************3536,Qvaqca Kewp,US,32
2b40b73f-573c-90b0-6af7-ff46faf5be45,2026-07-12T05:00:34.254,auth,OK,pacs.008,FAST,610.26,SGD,**************3536,Qvaqca Kewp,US,52
2b40b73f-573c-90b0-6af7-ff46faf5be45,2026-07-12T05:00:34.336,validation,OK,pacs.008,FAST,610.26,SGD,**************3536,Qvaqca Kewp,US,38
2b40b73f-573c-90b0-6af7-ff46faf5be45,2026-07-12T05:01:04.342,aml,TIMEOUT,pacs.008,FAST,610.26,SGD,**************3536,Qvaqca Kewp,US,30000
2b40b73f-573c-90b0-6af7-ff46faf5be45,2026-07-12T05:01:04.452,payment-hub,FAILED,pacs.008,FAST,610.26,SGD,**************3536,Qvaqca Kewp,US,132
72f0439d-1ff4-e546-a5f1-d492001a7dcd,2026-07-06T10:01:59.068,gateway,OK,pacs.008,FAST,561.72,USD,**************2115,Pgprug Iqcw,SG,60
72f0439d-1ff4-e546-a5f1-d492001a7dcd,2026-07-06T10:01:59.190,auth,OK,pacs.008,FAST,561.72,USD,**************2115,Pgprug Iqcw,SG,52
72f0439d-1ff4-e546-a5f1-d492001a7dcd,2026-07-06T10:01:59.273,validation,OK,pacs.008,FAST,561.72,USD,**************2115,Pgprug Iqcw,SG,107
72f0439d-1ff4-e546-a5f1-d492001a7dcd,2026-07-06T10:01:59.333,aml,TIMEOUT,pacs.008,FAST,561.72,USD,**************2115,Pgprug Iqcw,SG,30000
72f0439d-1ff4-e546-a5f1-d492001a7dcd,2026-07-06T10:01:59.426,payment-hub,FAILED,pacs.008,FAST,561.72,USD,**************2115,Pgprug Iqcw,SG,102
e4959d2e-c376-7b70-6e37-f55ad43217ae,2026-07-03T19:22:22.221,gateway,OK,pacs.008,FAST,469.24,SGD,**************7203,Zxotus Qzbp,US,48
e4959d2e-c376-7b70-6e37-f55ad43217ae,2026-07-03T19:22:22.538,auth,OK,pacs.008,FAST,469.24,SGD,**************7203,Zxotus Qzbp,US,34
